epoch,tick,alive_count,births_count,births_skipped,deaths_starvation,deaths_emergency,deaths_pitfall,deaths_max_age,deaths_cull,extinction_flag,avg_energy,median_energy,min_energy,max_energy,std_energy,avg_weight,avg_speed,avg_defense_ones,avg_repro_age,avg_age,median_age,max_age_alive,avg_mobility,avg_food_absorption,avg_move_probability,genetic_diversity,unique_defense_seqs,food_spawned,food_eaten,food_expired,food_available,pitfall_encounters,pitfall_avg_damage,pitfall_zero_damage,adaptation_score,adapted_frac,stress_mode_active,mutation_rate_effective
10,11000,153,148,0,59,2,73,3,0,False,0.8454731702804565,0.9612216949462891,0.022698797285556793,1.0,0.22887589037418365,0.6144737601280212,0.714762270450592,19.65359477124183,768.5228758169935,535.8039215686274,305.0,1644,0.9596793055534363,0.9660456776618958,0.6960905194282532,480.5466666666667,46,24668,15947,8860,648,4546,4.338539375274967,0,0.7288412890453145,0.0,False,0.01
11,12000,141,127,0,47,1,84,7,0,False,0.87779301404953,0.9615451693534851,0.16505679488182068,1.0,0.1749981939792633,0.5535786151885986,0.6564399003982544,20.148936170212767,782.3120567375887,695.2978723404256,592.0,1648,0.9222145676612854,0.9344965219497681,0.6001001596450806,542.7787878787879,55,24490,17267,7152,719,5320,4.101127819548872,0,0.7436795112781955,0.0,False,0.01
12,13000,169,194,0,50,5,103,8,0,False,0.8722292184829712,0.9674224853515625,0.0690934956073761,1.0,0.19976264238357544,0.5341240167617798,0.6633203029632568,20.29585798816568,773.9230769230769,639.4674556213017,495.0,1752,0.9230514764785767,0.9352011680603027,0.6256994009017944,546.5311111111112,56,24788,18001,6865,641,5991,3.8476047404439995,0,0.75952470372225,0.0,False,0.01
13,14000,193,203,0,45,4,114,16,0,False,0.8826131224632263,0.9615451693534851,0.11927290260791779,1.0,0.18279379606246948,0.4788692593574524,0.6065885424613953,20.564766839378237,779.0155440414508,645.4766839378239,658.0,1585,0.9251629114151001,0.9369792938232422,0.5677459239959717,534.9012121212121,66,24695,18502,6229,605,6687,3.6276357110812025,0,0.7732727680574248,0.0,False,0.01
14,15000,322,322,0,50,10,123,10,0,False,0.8432601094245911,0.9500725865364075,0.002992101013660431,1.0,0.215810626745224,0.443815678358078,0.5579836964607239,21.226708074534162,779.4503105590062,539.5031055900621,436.0,1779,0.9315307140350342,0.9423415660858154,0.5199299454689026,453.79333333333335,89,24762,20581,4295,491,8767,3.2209421694992586,0,0.7986911144062964,0.0,False,0.01
15,16000,323,276,0,66,10,170,29,0,False,0.8399975895881653,0.9345299005508423,0.017315924167633057,1.0,0.19580836594104767,0.42735376954078674,0.53091961145401,21.678018575851393,777.4241486068112,673.7120743034055,576.0,1764,0.9296839237213135,0.9407863616943359,0.49845805764198303,447.5125252525253,93,25061,22468,2692,392,11211,2.909017928819909,3,0.8181863794487557,0.0002675943270002676,False,0.01
16,17000,425,412,0,71,32,175,32,0,False,0.8036932945251465,0.8694481253623962,0.07345536351203918,1.0,0.20671363174915314,0.3916407823562622,0.49473869800567627,22.23764705882353,768.2376470588235,696.6729411764705,601.0,1769,0.9019181132316589,0.9174047112464905,0.45092350244522095,380.7323232323232,121,24335,22876,1478,373,13934,2.522606573848141,47,0.8423370891344911,0.003373044351944883,False,0.01
17,18000,502,518,0,88,53,256,44,0,False,0.8023736476898193,0.889091968536377,0.01566358283162117,1.0,0.21842293441295624,0.3733997046947479,0.49428653717041016,22.48804780876494,768.0697211155378,691.1852589641434,684.0,1751,0.9125484228134155,0.9263566136360168,0.45538628101348877,346.63616161616164,139,24997,24354,740,276,18690,2.2315676832530764,211,0.8605270197966827,0.011289459604066346,False,0.01
18,19000,783,777,53,135,72,252,37,0,False,0.7759696245193481,0.8655405640602112,0.0037530437111854553,1.0,0.23288707435131073,0.3374117612838745,0.47248145937919617,23.044699872286078,768.2733077905492,578.3205619412516,473.0,1789,0.9284102916717529,0.9397139549255371,0.44085678458213806,187.44363636363636,181,24941,24684,341,192,22822,1.9358951888528613,391,0.8790065506966962,0.017132591359214792,False,0.01
19,20000,677,506,136,141,132,288,51,0,False,0.7582185864448547,0.8451318740844727,0.013285424560308456,1.0,0.24480147659778595,0.32986679673194885,0.4964883625507355,23.039881831610046,762.5332348596751,709.2776957163959,701.0,1742,0.9127792119979858,0.9265509843826294,0.457172155380249,237.8519191919192,165,25148,24961,136,243,26453,1.7180282009601935,740,0.892623237439988,0.02797414281933996,False,0.01
20,21000,682,604,8,162,126,263,48,0,False,0.7449380159378052,0.8217317461967468,0.02612537331879139,1.0,0.24029384553432465,0.3293161988258362,0.5089486241340637,23.174486803519063,759.9457478005866,760.7448680351906,699.0,1715,0.8930953741073608,0.9099751114845276,0.4584812521934509,269.08666666666664,158,24853,24769,130,197,25644,1.6576977070659804,353,0.8963938933083763,0.013765403213227266,False,0.01
21,22000,730,693,149,171,147,296,31,0,False,0.7259284853935242,0.8079091310501099,0.0028840273153036833,1.0,0.2568792402744293,0.3243522644042969,0.5372343063354492,23.276712328767122,758.8054794520548,725.3643835616439,662.5,1732,0.8995212316513062,0.9153863191604614,0.48571860790252686,85.37959595959596,174,24721,24634,77,207,27797,1.5776522646328741,406,0.9013967334604454,0.014605892722236212,False,0.01
22,23000,748,629,120,152,169,251,39,0,False,0.7250990271568298,0.8056895732879639,0.015252962708473206,1.0,0.25319918990135193,0.28753548860549927,0.5912134647369385,23.211229946524064,770.25,712.4344919786096,683.0,1769,0.8944188952445984,0.9110895395278931,0.5321861505508423,142.83939393939394,186,24629,24608,50,178,26946,1.5401172715801974,334,0.9037426705262377,0.012395160691753879,False,0.01
23,24000,711,615,151,177,183,244,48,0,False,0.7565545439720154,0.838539719581604,0.030001601204276085,1.0,0.2318919152021408,0.2658703327178955,0.6251177191734314,23.354430379746834,775.1040787623066,717.9985935302391,620.0,1700,0.9106802344322205,0.9247834086418152,0.5703261494636536,89.05434343434344,200,24769,24745,37,165,28479,1.5213666210189964,539,0.9049145861863127,0.01892622634221707,False,0.01
24,25000,792,646,102,148,160,220,37,0,False,0.7852846384048462,0.8767627477645874,0.02267647534608841,1.0,0.23733973503112793,0.23191381990909576,0.6660004258155823,23.32070707070707,774.4962121212121,701.0833333333334,673.0,1772,0.8846055865287781,0.9028257131576538,0.5923131704330444,144.2448484848485,227,24856,24751,61,209,27475,1.454085532302093,1125,0.9091196542311192,0.04094631483166515,False,0.01
25,26000,774,547,275,120,173,203,69,0,False,0.7451328039169312,0.8331434726715088,0.02122197113931179,1.0,0.2508571445941925,0.24371105432510376,0.6682064533233643,23.484496124031008,769.2506459948321,772.3062015503876,766.0,1771,0.8771367073059082,0.8965361714363098,0.5893607139587402,109.34505050505051,224,24976,25027,25,133,28985,1.4027255476970848,2082,0.9123296532689322,0.07183025702949801,False,0.01
26,27000,762,613,159,139,195,220,71,0,False,0.7713184356689453,0.8455042839050293,0.014889946207404137,1.0,0.22602833807468414,0.23209621012210846,0.6943467259407043,23.625984251968504,772.494750656168,705.6089238845144,619.0,1770,0.9050171375274658,0.9200144410133362,0.6312540173530579,71.90848484848485,222,24529,24480,22,160,28301,1.354369103565245,2542,0.9153519310271722,0.0898201476979612,False,0.01
27,28000,759,541,146,116,188,183,57,0,False,0.7518953680992126,0.8328711986541748,0.0006039640866219997,1.0,0.24585451185703278,0.2225911170244217,0.7533055543899536,23.45191040843215,783.364953886693,764.5981554677206,753.0,1736,0.8713024854660034,0.8916231989860535,0.6583210825920105,110.2339393939394,212,24789,24757,25,167,28587,1.3696435442683736,2352,0.9143972784832266,0.0822751600377794,False,0.01
28,29000,789,613,182,127,218,185,53,0,False,0.7389881610870361,0.8227462768554688,0.014806024730205536,1.0,0.2555593252182007,0.2380150407552719,0.7559367418289185,23.58808618504436,782.8428390367554,758.5576679340938,691.0,1792,0.8796771764755249,0.8986755013465881,0.6636432409286499,55.244646464646465,200,24862,24847,12,170,29226,1.2630876616711149,3542,0.9210570211455553,0.12119345787996989,False,0.01
29,30000,787,597,228,140,226,166,67,0,False,0.7610828280448914,0.8451124429702759,0.011965087614953518,1.0,0.24438221752643585,0.2525560259819031,0.7527751326560974,23.804320203303686,786.113087674714,726.7763659466328,718.0,1751,0.8877020478248596,0.9054332971572876,0.6667730212211609,35.642626262626266,193,24940,24940,22,148,29043,1.1263643562992804,5100,0.929602227731295,0.17560169403987191,False,0.01
30,31000,786,572,186,129,217,165,62,0,False,0.7733444571495056,0.8492909669876099,0.028466809540987015,1.0,0.2255479395389557,0.2645695209503174,0.7506031394004822,23.90966921119593,785.3651399491094,748.4160305343512,740.0,1767,0.888588011264801,0.9061794281005859,0.6654779314994812,216.2359595959596,179,24798,24775,12,159,29335,0.9877620589739219,7189,0.9382648713141298,0.24506562127151865,False,0.01
31,32000,768,527,343,165,188,128,64,0,False,0.7569336295127869,0.8280189037322998,0.012878445908427238,1.0,0.238112673163414,0.26890572905540466,0.7421730160713196,24.119791666666668,783.7044270833334,795.5390625,736.0,1790,0.859092652797699,0.8813411593437195,0.6349433064460754,113.30525252525253,182,25075,25079,19,136,30256,0.8505750925436277,9432,0.9468390567160233,0.31173982020095187,False,0.01
32,33000,777,576,273,133,230,112,92,0,False,0.7637167572975159,0.8443314433097839,0.025917980819940567,1.0,0.23198330402374268,0.2760307192802429,0.7475053071975708,24.141570141570142,780.01287001287,758.4504504504505,750.0,1777,0.8851227164268494,0.9032612442970276,0.662238597869873,96.93030303030304,202,25055,25008,26,157,29717,0.849581047885049,9287,0.9469011845071844,0.3125147222128748,False,0.01
33,34000,786,544,238,138,233,105,59,0,False,0.7612943649291992,0.8472334146499634,0.007565964478999376,1.0,0.23583482205867767,0.26542648673057556,0.7414206266403198,23.8676844783715,784.295165394402,776.6921119592876,722.5,1763,0.8697179555892944,0.890288770198822,0.6438516974449158,115.5579797979798,217,25027,25006,19,159,29979,0.8758797825144268,8445,0.9452575135928484,0.28169718803162214,False,0.01
34,35000,792,558,261,133,205,132,82,0,False,0.7537240982055664,0.8325127363204956,0.004234985914081335,1.0,0.238475501537323,0.25797221064567566,0.7418496608734131,23.8270202020202,792.2361111111111,790.0366161616162,750.0,1764,0.8598959445953369,0.8820176720619202,0.6385138630867004,37.157575757575756,223,24934,24917,15,161,29494,0.8917406930223096,8309,0.9442662066861056,0.28171831558961147,False,0.01
35,36000,761,567,283,137,245,137,79,0,False,0.7512516379356384,0.8346850872039795,0.003664562478661537,1.0,0.24121378362178802,0.2689551115036011,0.7604086995124817,23.967148488830485,796.8002628120894,759.4060446780552,748.0,1800,0.8850870728492737,0.9032312631607056,0.6773393154144287,59.01191919191919,230,24680,24692,4,145,30060,0.9179308050565536,7974,0.9426293246839654,0.2652694610778443,False,0.01
36,37000,795,577,221,162,197,117,67,0,False,0.7524638772010803,0.8348712921142578,0.007820937782526016,1.0,0.2441018670797348,0.26210206747055054,0.7569175958633423,23.782389937106917,797.2075471698113,780.7094339622641,719.0,1799,0.8632612824440002,0.8848516345024109,0.6559645533561707,39.7460606060606,242,25102,25070,13,164,29417,0.9437740082265357,6924,0.9410141244858415,0.23537410340959308,False,0.01
37,38000,786,551,240,150,209,131,70,0,False,0.7699816226959229,0.8564763069152832,0.020982202142477036,1.0,0.23561245203018188,0.2521279752254486,0.7683928608894348,23.75318066157761,807.4987277353689,789.3676844783715,747.0,1771,0.864989161491394,0.8863065838813782,0.6682270765304565,116.18484848484849,234,24934,24942,6,150,28653,0.9615049035005061,6345,0.9399059435312184,0.22144278086064287,False,0.01
38,39000,792,575,240,137,222,130,80,0,False,0.7656993865966797,0.8530148267745972,0.023155152797698975,1.0,0.2351101189851761,0.24871531128883362,0.7797291278839111,23.606060606060606,811.5568181818181,763.1982323232323,767.0,1780,0.8685218691825867,0.8892816305160522,0.6829633712768555,98.79454545454546,252,24816,24791,15,160,28992,0.9815466335540839,6089,0.9386533354028698,0.21002345474613687,False,0.01
39,40000,800,584,248,146,206,143,81,0,False,0.7765265107154846,0.8543384671211243,0.02961810864508152,1.0,0.22607912123203278,0.23488716781139374,0.7725526690483093,23.57375,814.54125,743.6825,731.5,1800,0.8877293467521667,0.9054562449455261,0.6899799108505249,62.977777777777774,226,25107,25104,10,153,30191,1.0028816534728893,5829,0.9373198966579445,0.1930707826835812,False,0.01
40,41000,794,515,305,116,198,124,83,0,False,0.7673606872558594,0.8469804525375366,0.01043778657913208,1.0,0.23728732764720917,0.23426182568073273,0.7821543216705322,23.50125944584383,823.9080604534005,795.4697732997481,778.0,1770,0.8569137454032898,0.8795062899589539,0.6690739393234253,44.44040404040404,218,24909,24879,8,175,29801,0.9302036844401195,6460,0.9418622697224925,0.21677124928693667,False,0.01
41,42000,789,550,282,147,196,123,89,0,False,0.7590461373329163,0.8485120534896851,0.010670938529074192,1.0,0.2512049078941345,0.23357713222503662,0.7824777364730835,23.377693282636248,824.4980988593156,773.9543726235742,772.0,1788,0.8733499050140381,0.8933472633361816,0.6847464442253113,140.1761616161616,228,25138,25134,8,171,29911,0.9335361572665575,6560,0.9416539901708402,0.2193173080137742,False,0.01
42,43000,765,522,226,131,203,120,92,0,False,0.7556881308555603,0.8454018235206604,0.001113814301788807,1.0,0.24455894529819489,0.24386155605316162,0.7805699110031128,23.508496732026146,827.4993464052287,798.6366013071895,768.0,1796,0.864912211894989,0.8862417936325073,0.6727759838104248,122.48808080808081,237,24885,24889,12,155,29182,0.9630936878897951,5968,0.9398066445068878,0.20450962922349394,False,0.01
43,44000,792,582,239,122,204,144,85,0,False,0.7516421675682068,0.8386722803115845,0.023798510432243347,1.0,0.24212181568145752,0.25592756271362305,0.7803220748901367,23.39520202020202,829.7714646464647,768.3383838383838,722.0,1788,0.8716420531272888,0.8919090628623962,0.6785879135131836,105.31393939393939,242,24902,24899,10,148,29233,0.9640474805870078,6391,0.939747032463312,0.21862278931344714,False,0.01
44,45000,764,528,256,147,209,134,66,0,False,0.7498924732208252,0.8322274088859558,0.014232558198273182,1.0,0.24432678520679474,0.25162291526794434,0.7715930342674255,23.536649214659686,842.479057591623,817.7015706806283,781.0,1797,0.8594942092895508,0.881679356098175,0.6606680750846863,47.9610101010101,246,24783,24785,15,131,30442,0.928027067866763,7710,0.9419983082583273,0.253268510610341,False,0.01
45,46000,795,594,193,146,188,140,89,0,False,0.7669093608856201,0.8496859669685364,0.005604731850326061,1.0,0.23601306974887848,0.27050215005874634,0.779004693031311,23.80251572327044,847.9245283018868,763.2377358490565,770.0,1800,0.8672494292259216,0.8882100582122803,0.6778215765953064,86.01858585858587,262,25060,25007,17,167,30106,0.8839766159569521,8565,0.9447514615026905,0.28449478509267256,False,0.01
46,47000,791,563,308,147,222,120,78,0,False,0.7420358061790466,0.8312944173812866,0.0068010021932423115,1.0,0.2464110255241394,0.2718435525894165,0.7767696380615234,23.940581542351453,849.8230088495575,765.9469026548672,755.0,1796,0.8720832467079163,0.892280638217926,0.6771992444992065,48.96363636363636,260,25000,25021,15,131,30152,0.8684001061289467,8683,0.9457249933669408,0.2879742637304325,False,0.01
47,48000,798,595,204,189,218,121,60,0,False,0.7718778252601624,0.8539910912513733,0.021533820778131485,1.0,0.23157787322998047,0.260699063539505,0.7849909663200378,23.82080200501253,858.7832080200501,719.1629072681704,703.0,1791,0.8988913893699646,0.9148558974266052,0.7061368823051453,69.92868686868687,255,25172,25144,23,136,30744,0.8507025761124122,8954,0.9468310889929742,0.29124381993234455,False,0.01
48,49000,791,530,271,148,233,97,59,0,False,0.7635815143585205,0.8482584357261658,0.004145907238125801,1.0,0.2345474511384964,0.24969404935836792,0.7902412414550781,23.632111251580277,871.1921618204804,761.1238938053098,722.0,1745,0.8743997812271118,0.8942313194274902,0.6907823085784912,50.66929292929293,260,24590,24585,10,131,30080,0.8348404255319148,8913,0.9478224734042553,0.29630984042553193,False,0.01
49,50000,775,518,234,128,205,112,89,0,False,0.7559629082679749,0.8490482568740845,0.0029891924932599068,1.0,0.2460246980190277,0.2458707094192505,0.7842962741851807,23.601290322580645,876.6077419354839,789.2851612903225,766.0,1798,0.8693320751190186,0.8899638652801514,0.6809890270233154,50.652727272727276,260,25099,25077,14,139,29913,0.8552803129074316,8497,0.9465449804432855,0.2840570989202019,False,0.01
50,51000,800,580,264,141,229,113,72,0,False,0.7441831827163696,0.8406669497489929,0.021304650232195854,1.0,0.2577414810657501,0.24779587984085083,0.7851129770278931,23.57,878.5725,777.1275,747.0,1766,0.8621297478675842,0.8838987946510315,0.6742494106292725,71.30242424242424,261,24674,24636,18,159,30271,0.859634633807935,8471,0.946272835387004,0.2798387896006078,False,0.01
51,52000,775,531,240,142,214,121,79,0,False,0.7511025667190552,0.8331483602523804,0.027134833857417107,1.0,0.24298261106014252,0.2571294903755188,0.7927502989768982,23.563870967741934,881.3406451612904,789.6503225806451,799.0,1783,0.8660745620727539,0.8872206807136536,0.6888601779937744,90.70808080808081,257,24852,24845,13,153,29635,0.8642146111017378,8471,0.9459865868061413,0.285844440695124,False,0.01
52,53000,784,581,154,137,245,114,76,0,False,0.7710985541343689,0.8534797430038452,0.021118491888046265,1.0,0.22666054964065552,0.2632596492767334,0.7992985248565674,23.558673469387756,878.8099489795918,753.0216836734694,715.0,1747,0.8798550367355347,0.8988252878189087,0.7045071721076965,52.016969696969696,256,25068,25070,14,137,29379,0.8297082950406753,9180,0.9481432315599578,0.3124680894516491,False,0.01
53,54000,800,549,289,156,200,108,69,0,False,0.7520553469657898,0.8441095352172852,0.004774223547428846,1.0,0.24808155000209808,0.26396092772483826,0.7958944439888,23.5875,872.36875,780.81,782.0,1786,0.8668129444122314,0.8878424763679504,0.6889137029647827,52.65979797979798,252,25050,25045,14,128,30289,0.8005876720921786,9737,0.9499632704942388,0.3214698405361682,False,0.01
54,55000,775,546,257,185,222,90,74,0,False,0.7756878733634949,0.8574262857437134,0.0049483380280435085,1.0,0.22648221254348755,0.26217299699783325,0.7931615710258484,23.628387096774194,872.2348387096774,765.9845161290323,699.0,1782,0.8725206851959229,0.8926489949226379,0.6936905980110168,52.801212121212124,254,25050,25045,7,126,29411,0.8069769814015164,9488,0.9495639386624052,0.32260038761007787,False,0.01
55,56000,800,528,306,134,194,101,74,0,False,0.7495327591896057,0.8347287178039551,0.0013819998130202293,1.0,0.2429550439119339,0.2597663402557373,0.8078913688659668,23.63,876.9225,817.9625,793.0,1746,0.849327027797699,0.8731175065040588,0.6899731159210205,53.06040404040404,269,25167,25140,20,133,28728,0.8075396825396826,9750,0.9495287698412699,0.33939014202172096,False,0.01
56,57000,784,585,211,168,222,118,93,0,False,0.7512520551681519,0.8261052370071411,0.04514703154563904,1.0,0.24043044447898865,0.27228525280952454,0.8238109946250916,23.679846938775512,873.156887755102,762.2627551020408,689.0,1764,0.8801261186599731,0.8990536332130432,0.7249864339828491,51.66020202020202,244,24902,24874,15,146,30328,0.7417567924030599,11472,0.9536402004748088,0.3782643102083883,False,0.01
57,58000,786,529,279,136,215,96,80,0,False,0.7638307809829712,0.8351903557777405,3.7907157093286514e-05,1.0,0.2344733327627182,0.25448545813560486,0.8252288103103638,23.87150127226463,874.9809160305343,798.2506361323155,773.0,1788,0.8517075777053833,0.8751221299171448,0.7015020847320557,53.212929292929296,269,24741,24737,14,136,29651,0.6903308488752488,12044,0.956854321945297,0.40619203399548076,False,0.01
58,59000,798,539,289,146,226,62,93,0,False,0.768848180770874,0.8567091226577759,0.010649535804986954,1.0,0.23463311791419983,0.23904025554656982,0.8222318291664124,23.8734335839599,880.3057644110276,803.141604010025,773.0,1794,0.8582023978233337,0.8805914521217346,0.7061278223991394,52.82040404040404,266,24642,24631,10,137,28912,0.6829690094078583,11812,0.9573144369120089,0.40855008301051465,False,0.01
59,60000,798,527,299,129,221,80,97,0,False,0.7635340690612793,0.8553613424301147,0.016112595796585083,1.0,0.24031278491020203,0.24801528453826904,0.8260471820831299,23.976190476190474,868.7005012531329,802.0576441102756,767.5,1779,0.843169629573822,0.8679323196411133,0.6980088949203491,52.26828282828283,251,24663,24645,22,133,30060,0.6546573519627412,13041,0.9590839155023286,0.4338323353293413,False,0.01
60,61000,777,514,261,136,211,82,106,0,False,0.760822057723999,0.8477382659912109,0.013147518038749695,1.0,0.2390061765909195,0.24035890400409698,0.8299083113670349,24.0978120978121,864.983268983269,811.7155727155728,809.0,1712,0.8577796816825867,0.880235493183136,0.7122328281402588,52.685656565656565,241,24738,24717,15,139,29852,0.6442114431193889,12969,0.9597367848050382,0.4344432533833579,False,0.01
61,62000,798,553,311,142,213,75,102,0,False,0.7820291519165039,0.854912281036377,0.022946089506149292,1.0,0.21579615771770477,0.24624848365783691,0.8318545818328857,23.977443609022558,877.9411027568922,772.2681704260651,789.0,1763,0.8645148873329163,0.8859072327613831,0.7182576656341553,54.27070707070707,256,24743,24733,12,137,29559,0.6526269494908488,12880,0.959210815656822,0.4357386921073108,False,0.01
62,63000,793,522,262,143,183,89,112,0,False,0.7716964483261108,0.8538495898246765,0.03994494676589966,1.0,0.23151716589927673,0.25529927015304565,0.8258228898048401,23.99747793190416,875.7793190416141,796.0239596469105,758.0,1789,0.858341634273529,0.8807086944580078,0.7080512046813965,54.49474747474748,254,24919,24904,9,143,29914,0.7039847563013973,11850,0.9560009527311627,0.39613558868757104,False,0.01
63,64000,792,558,261,141,220,101,97,0,False,0.7822957038879395,0.8639001846313477,0.008386924862861633,1.0,0.22189874947071075,0.2511775493621826,0.8243247866630554,24.0,877.4040404040404,772.5277777777778,712.0,1761,0.8687557578086853,0.8894785046577454,0.7149142026901245,54.28606060606061,242,24891,24875,13,146,29372,0.6810567887784285,12323,0.9574339507013482,0.4195492305597167,False,0.01
64,65000,798,520,333,132,199,84,99,0,False,0.7767320275306702,0.8619016408920288,0.006474504247307777,1.0,0.2292194366455078,0.25377199053764343,0.8186094760894775,24.195488721804512,879.124060150376,795.3345864661654,780.0,1760,0.8574538230895996,0.8799611330032349,0.7005941271781921,53.87292929292929,256,24964,24943,19,148,29651,0.5912110890020572,14341,0.9630493069373715,0.48365991028970357,False,0.01
65,66000,799,533,316,147,203,74,108,0,False,0.7816650867462158,0.8656494617462158,0.00878208875656128,1.0,0.23016606271266937,0.25607648491859436,0.8152397871017456,23.973717146433042,877.6608260325406,787.5394242803504,754.0,1781,0.8568223118782043,0.879429280757904,0.699348509311676,54.86909090909091,241,24953,24937,12,152,29888,0.5880286402569593,14701,0.96324820998394,0.4918696466809422,False,0.01
66,67000,798,543,233,129,225,94,96,0,False,0.7671214938163757,0.8595765829086304,0.015937447547912598,1.0,0.2374047487974167,0.25127488374710083,0.8227141499519348,23.901002506265666,888.8170426065163,784.4122807017544,722.0,1795,0.8561071157455444,0.8788270354270935,0.7060123085975647,55.95878787878788,245,25050,25033,7,162,30280,0.600891677675033,14409,0.9624442701453104,0.4758586525759577,False,0.01
67,68000,796,524,333,148,189,76,113,0,False,0.7873693108558655,0.8662806749343872,0.007460776716470718,1.0,0.21873748302459717,0.2470095008611679,0.8337256908416748,23.917085427135678,891.8643216080402,792.2814070351759,783.0,1722,0.8569287061691284,0.8795188069343567,0.7149232029914856,54.936565656565655,265,24889,24898,11,142,29783,0.5999395628378605,14194,0.9625037773226337,0.47658059967095323,False,0.01
68,69000,800,536,209,123,215,78,116,0,False,0.7790096998214722,0.8684830665588379,0.018116503953933716,1.0,0.2314424365758896,0.26284629106521606,0.8471128940582275,24.015,895.11375,774.79625,757.0,1784,0.8617468476295471,0.8835762143135071,0.7315799593925476,54.89454545454546,259,24932,24927,8,139,29587,0.5708926217595566,14916,0.9643192111400277,0.5041403319025247,False,0.01
