epoch,tick,alive_count,births_count,births_skipped,deaths_starvation,deaths_emergency,deaths_pitfall,deaths_max_age,deaths_cull,extinction_flag,avg_energy,median_energy,min_energy,max_energy,std_energy,avg_weight,avg_speed,avg_defense_ones,avg_repro_age,avg_age,median_age,max_age_alive,avg_mobility,avg_food_absorption,avg_move_probability,genetic_diversity,unique_defense_seqs,food_spawned,food_eaten,food_expired,food_available,pitfall_encounters,pitfall_avg_damage,pitfall_zero_damage,adaptation_score,adapted_frac,stress_mode_active,mutation_rate_effective
69,70000,788,501,347,123,212,80,98,0,False,0.7588232755661011,0.8405774235725403,0.006390721537172794,1.0,0.23839443922042847,0.2557324171066284,0.8325011730194092,23.779187817258883,889.7043147208121,816.2906091370559,829.0,1793,0.8502408862113953,0.8738870620727539,0.7070725560188293,55.65212121212121,254,24789,24756,22,150,30075,0.5605320033250207,15095,0.9649667497921862,0.5019118869492935,False,0.01
70,71000,788,527,287,133,227,72,95,0,False,0.7709316611289978,0.8552789688110352,0.01662367954850197,1.0,0.22761009633541107,0.24852731823921204,0.8258574604988098,23.65228426395939,879.5723350253808,822.975888324873,824.0,1798,0.8529338836669922,0.8761547803878784,0.702389657497406,54.816767676767675,261,24835,24835,9,141,29975,0.5595663052543787,15358,0.9650271059216013,0.5123603002502085,False,0.01
71,72000,759,508,280,143,222,64,108,0,False,0.7790807485580444,0.8631108999252319,0.04160468280315399,1.0,0.2290872484445572,0.2430741935968399,0.8268902897834778,23.63768115942029,881.7602108036891,816.8801054018445,820.0,1790,0.8466560244560242,0.8708682656288147,0.7015558481216431,54.57878787878788,257,24871,24833,16,163,28641,0.5608742711497503,14429,0.9649453580531406,0.503788275549038,False,0.01
72,73000,796,550,356,140,176,90,107,0,False,0.7994816303253174,0.8788158893585205,0.05883454903960228,1.0,0.21415746212005615,0.2379838526248932,0.8253054022789001,23.542713567839197,880.2374371859296,782.7374371859296,760.0,1772,0.8661302924156189,0.8872675895690918,0.715608537197113,55.68040404040404,254,24898,24940,11,110,30043,0.5887228306094597,14506,0.9632048230869088,0.4828412608594348,False,0.01
73,74000,800,521,260,119,195,87,116,0,False,0.7778152227401733,0.8599774837493896,0.02656785026192665,1.0,0.22961600124835968,0.24834808707237244,0.8262243866920471,23.6775,878.8025,784.15625,741.0,1754,0.8608338832855225,0.8828074932098389,0.7135603427886963,55.44141414141414,246,24898,24834,14,160,30497,0.5817949306489163,15165,0.9636378168344427,0.49726202577302686,False,0.01
74,75000,796,524,286,125,216,79,108,0,False,0.769448459148407,0.8547888994216919,0.017742931842803955,1.0,0.22837454080581665,0.2613881230354309,0.8200648427009583,23.84170854271357,883.1708542713568,799.5527638190955,733.5,1768,0.8515312075614929,0.8749735951423645,0.6974080801010132,55.1389898989899,250,24889,24899,6,144,29940,0.5474949899799599,15652,0.9657815631262525,0.5227788911155644,False,0.01
75,76000,790,522,319,153,196,66,113,0,False,0.7674380540847778,0.8636795282363892,0.004425926133990288,1.0,0.23686669766902924,0.26893773674964905,0.82464998960495,24.045569620253165,875.820253164557,799.9088607594937,791.0,1774,0.8565394878387451,0.8791911602020264,0.7076269388198853,55.03232323232323,257,25016,25001,13,146,29979,0.524600553720938,15936,0.9672124653924413,0.5315721004703292,False,0.01
76,77000,787,539,280,145,232,73,92,0,False,0.7660028338432312,0.855871319770813,0.007806363981217146,1.0,0.23614157736301422,0.254910409450531,0.8173931837081909,23.720457433290978,866.5476493011436,777.7992376111818,746.0,1742,0.8664401769638062,0.8875285983085632,0.7106955051422119,57.06808080808081,256,24721,24729,14,124,30108,0.5821376378371197,14937,0.96361639763518,0.4961139896373057,False,0.01
77,78000,799,528,302,132,199,92,93,0,False,0.7801628112792969,0.8705317974090576,0.008847221732139587,1.0,0.228689044713974,0.2478059083223343,0.8206122517585754,23.72215269086358,864.7534418022528,798.7396745932416,822.0,1782,0.8492217063903809,0.8730287551879883,0.6981876492500305,55.37535353535353,247,24801,24777,16,132,29588,0.5769230769230769,14812,0.9639423076923077,0.5006083547384075,False,0.01
78,79000,797,521,233,132,185,79,127,0,False,0.7783054709434509,0.8657416701316833,0.01696845144033432,1.0,0.2263914793729782,0.24622133374214172,0.82218337059021,23.498117942283564,865.3525721455458,788.5608531994981,772.0,1799,0.8648291230201721,0.8861718773841858,0.7102277278900146,55.1,250,24707,24677,14,148,29367,0.5773146729322028,14710,0.9639178329417373,0.5009023734123336,False,0.01
79,80000,792,536,277,133,198,90,120,0,False,0.7954676747322083,0.8863587975502014,0.008598417043685913,1.0,0.22650830447673798,0.24208146333694458,0.8245849609375,23.376262626262626,860.7840909090909,763.8560606060606,735.0,1772,0.8688127994537354,0.8895265460014343,0.7192220687866211,56.06787878787879,242,24965,24960,14,139,30371,0.5786441012808271,15653,0.9638347436699483,0.5153929735603042,False,0.01
80,81000,791,488,385,108,197,61,123,0,False,0.7909315228462219,0.874875545501709,0.026798948645591736,1.0,0.2276683747768402,0.24097922444343567,0.8202095627784729,23.218710493046775,862.1238938053098,810.9759797724399,819.0,1785,0.8473814725875854,0.8714790940284729,0.6951220631599426,55.01070707070707,244,24871,24868,15,127,30467,0.5377293465060557,17001,0.9663919158433715,0.5580135884727738,False,0.01
81,82000,792,509,300,92,211,63,142,0,False,0.7909091114997864,0.8659985065460205,0.04646049067378044,1.0,0.21043379604816437,0.24496878683567047,0.8186634182929993,23.237373737373737,856.614898989899,799.429292929293,765.5,1784,0.8596980571746826,0.8818510174751282,0.7051342129707336,53.95292929292929,227,24845,24826,22,124,30411,0.5081056196770906,17648,0.9682433987701818,0.5803163329058564,False,0.01
82,83000,799,498,341,119,183,70,119,0,False,0.779203474521637,0.8715730905532837,0.00715425331145525,1.0,0.2321120798587799,0.25114986300468445,0.820328950881958,23.561952440550687,858.188986232791,833.1677096370463,786.0,1791,0.8271734118461609,0.8544617891311646,0.6818193793296814,53.297777777777775,236,24925,24896,15,138,30108,0.5087020061113325,17376,0.9682061246180417,0.5771223595057792,False,0.01
83,84000,790,536,232,123,203,67,152,0,False,0.7832908630371094,0.8628702163696289,0.02672853320837021,1.0,0.21884657442569733,0.24581728875637054,0.8160024881362915,23.468354430379748,868.2481012658228,794.7911392405064,764.5,1778,0.8540291786193848,0.8770772218704224,0.6975754499435425,56.76323232323232,246,24501,24469,17,153,30351,0.5298342723468749,16897,0.9668853579783203,0.5567197126948041,False,0.01
84,85000,789,502,335,116,176,53,158,0,False,0.7949102520942688,0.885358989238739,0.017351171001791954,1.0,0.22218699753284454,0.24201653897762299,0.8027970194816589,23.228136882129277,879.6501901140684,807.7997465145754,793.0,1800,0.847300112247467,0.8714106678962708,0.6769837737083435,55.256565656565655,267,24660,24656,21,136,30065,0.5029436221520039,17136,0.9685660236154997,0.569965075669383,False,0.01
85,86000,800,516,331,111,179,58,157,0,False,0.7817379832267761,0.8766459226608276,0.006127246655523777,1.0,0.2387511134147644,0.23742960393428802,0.8023006319999695,23.16,894.065,797.14375,817.0,1793,0.8522483110427856,0.875577449798584,0.6864497661590576,56.1189898989899,283,24863,24832,16,151,30138,0.5271086336186873,16716,0.9670557103988321,0.5546486163647223,False,0.01
86,87000,800,520,261,107,190,76,147,0,False,0.785061776638031,0.8759257793426514,0.008328258991241455,1.0,0.2304319143295288,0.2344113290309906,0.8115795850753784,23.21125,897.8175,782.52625,842.0,1795,0.8664656281471252,0.8875499963760376,0.7079005241394043,56.63777777777778,275,24833,24829,15,140,30408,0.5530452512496712,16409,0.9654346717968956,0.5396277295448566,False,0.01
87,88000,773,482,354,118,168,72,151,0,False,0.7982410788536072,0.8795135617256165,0.0027220631018280983,1.0,0.21573074162006378,0.22826874256134033,0.8291817903518677,22.809831824062094,896.4450194049159,818.8900388098318,845.0,1793,0.8513811826705933,0.8748473525047302,0.7093420624732971,57.595757575757574,261,24801,24783,11,147,29695,0.5699949486445529,15622,0.9643753157097155,0.5260818319582421,False,0.01
88,89000,797,523,330,122,163,70,144,0,False,0.7973737120628357,0.8738976716995239,0.013945677317678928,1.0,0.21080246567726135,0.23746220767498016,0.8139239549636841,22.820577164366373,907.2747804265997,801.051442910916,799.0,1740,0.8516474366188049,0.8750715255737305,0.6929512023925781,57.61959595959596,254,25204,25197,11,143,29424,0.5396275149537793,15996,0.9662732803153888,0.5436378466557912,False,0.01
89,90000,797,508,283,108,178,68,154,0,False,0.7863273024559021,0.8844558000564575,0.019305400550365448,1.0,0.23611202836036682,0.23744794726371765,0.8015150427818298,22.62986198243413,917.6173149309913,796.2873274780427,765.0,1719,0.8541565537452698,0.8771843910217285,0.6837669610977173,55.94767676767677,262,25039,25022,10,150,30010,0.5207597467510829,16369,0.9674525158280574,0.5454515161612796,False,0.01
90,91000,794,496,372,128,168,67,136,0,False,0.801352322101593,0.8935889005661011,0.006166457664221525,1.0,0.22730490565299988,0.22152915596961975,0.7901813387870789,22.45969773299748,939.0894206549118,816.955919395466,846.5,1782,0.8434474468231201,0.8681662082672119,0.6633163094520569,55.441818181818185,265,25042,25039,17,136,29892,0.504616619831393,16304,0.9684614612605379,0.5454302154422588,False,0.01
91,92000,792,500,338,111,167,51,173,0,False,0.8121550679206848,0.8942084312438965,0.021254852414131165,1.0,0.2179061472415924,0.2223670333623886,0.7948862910270691,22.33080808080808,948.4027777777778,790.260101010101,845.0,1781,0.8565163612365723,0.8791716694831848,0.6829570531845093,56.541414141414144,263,24691,24658,12,157,29217,0.49399322312352395,16511,0.9691254235547797,0.5651161994729096,False,0.01
92,93000,796,507,332,93,157,69,184,0,False,0.8013517260551453,0.8790799379348755,0.01890924572944641,1.0,0.21468070149421692,0.2253120094537735,0.797512948513031,22.236180904522612,945.1557788944724,784.3165829145729,810.0,1784,0.8569898009300232,0.8795703649520874,0.6833397746086121,55.75939393939394,260,24435,24438,17,137,29598,0.499729711466991,16653,0.9687668930333131,0.5626393675248328,False,0.01
93,94000,782,483,359,109,143,64,181,0,False,0.8100028038024902,0.8906724452972412,0.023938987404108047,1.0,0.2114812284708023,0.22034479677677155,0.7909308075904846,22.176470588235293,933.5140664961637,804.9156010230179,800.0,1800,0.8610943555831909,0.8830268383026123,0.6802845001220703,55.93030303030303,250,24961,24956,7,135,29702,0.5357888357686351,15855,0.9665131977644603,0.5338024375462932,False,0.01
94,95000,800,523,302,125,161,62,157,0,False,0.8119510412216187,0.8888975977897644,0.008276551961898804,1.0,0.20680537819862366,0.2214353382587433,0.7869102358818054,22.0975,931.025,771.19875,735.0,1800,0.8573040962219238,0.8798349499702454,0.6736867427825928,54.87191919191919,240,24948,24955,13,115,28714,0.5818416103642823,14267,0.9636348993522323,0.4968656404541339,False,0.01
95,96000,799,487,379,109,137,92,150,0,False,0.7982816100120544,0.8672868013381958,0.022082775831222534,1.0,0.21072159707546234,0.22612915933132172,0.7808639407157898,22.225281602002504,925.1314142678348,818.0500625782228,823.0,1797,0.8470190763473511,0.8711739778518677,0.6602034568786621,55.7179797979798,241,24964,24893,20,166,29965,0.5863841148006007,15026,0.9633509928249625,0.501451693642583,False,0.01
96,97000,785,503,288,100,158,98,161,0,False,0.8004977703094482,0.8900647759437561,0.012008801102638245,1.0,0.22004972398281097,0.22803688049316406,0.7711895108222961,22.4828025477707,925.9452229299363,820.0063694267516,791.0,1772,0.8410323262214661,0.8661324977874756,0.6489607691764832,56.97313131313131,245,24850,24848,13,155,29474,0.5939811359164009,14806,0.9628761790052249,0.502341046345932,False,0.01
97,98000,800,491,360,93,135,81,167,0,False,0.798267662525177,0.882046103477478,0.06149207055568695,1.0,0.21407397091388702,0.22256550192832947,0.7659584283828735,22.5525,941.1975,849.12875,821.0,1791,0.8202184438705444,0.8486049771308899,0.6353928446769714,58.49111111111111,256,24775,24762,13,155,29443,0.5868287878273274,15022,0.963323200760792,0.5102061610569575,False,0.01
98,99000,798,505,223,99,144,87,177,0,False,0.7824471592903137,0.8652844429016113,0.007946833968162537,1.0,0.23051829636096954,0.23042526841163635,0.7716140151023865,22.407268170426065,937.8646616541354,842.4423558897244,837.0,1797,0.8242291808128357,0.8519824743270874,0.6401946544647217,58.61818181818182,260,25112,25106,14,147,29698,0.649740723281029,14060,0.9593912047949357,0.47343255438076637,False,0.01
99,100000,781,528,364,89,170,94,192,0,False,0.7956299185752869,0.8775463104248047,0.02249762788414955,1.0,0.2123909741640091,0.23492203652858734,0.782812237739563,22.535211267605632,938.1997439180537,800.9974391805378,816.0,1794,0.8599404096603394,0.8820550441741943,0.6760762929916382,57.684444444444445,257,24786,24758,21,154,30267,0.6660719595599167,14042,0.9583705025275052,0.46393762183235865,False,0.01
